sample_index,axis,baseline_distance,signal,detection_score,is_candidate
0,1.90415281185717,1.4999999916147868,47334.835,0.0,False
1,1.90121128321286,1.4999999964773605,47334.8305,0.0,False
2,1.89821669856382,1.4999999960967465,47334.8785,0.0,False
3,1.89516972823188,1.499999996761236,47335.0145,0.0,False
4,1.89207111117529,1.5000000016096573,47334.983,0.0,False
5,1.8889216602503,1.4999999990101776,47335.059,0.0,False
6,1.88572225875644,1.500000003717037,47335.274000000005,0.0,False
7,1.88247385964021,1.500000003898087,47335.288,0.0,False
8,1.87917747571821,1.500000002231528,47335.3695,0.0,False
9,1.87583416788388,1.5000000022322408,47335.519,0.0,False
10,1.87244503381802,1.4999999936880617,47335.4785,0.0,False
11,1.86901120410768,1.500000000997206,47335.4515,0.0,False
12,1.86553383461578,1.4999999978813048,47335.611,0.0,False
13,1.86201410572406,1.5000000000404474,47335.5745,0.0,False
14,1.85845322602451,1.5000000004875649,47335.68550000001,0.0,False
15,1.85485243802346,1.499999994357469,47335.664,0.0,False
16,1.85121301361439,1.499999995758734,47335.7505,0.0,False
17,1.84753624956267,1.5000000089380323,47335.825,0.0,False
18,1.84382345850974,1.500000005163469,47335.773,0.0,False
19,1.84007595593933,1.5000000027772982,47335.8105,0.0,False
20,1.83629504948189,1.5000000010168193,47335.8145,0.0,False
21,1.83248203603386,1.500000001855036,47335.8195,0.0,False
22,1.82863819797999,1.4999999951853904,47335.871,0.0,False
23,1.82476480284502,1.4999999953192114,47335.8635,0.0,False
24,1.82086310573667,1.499999998902152,47335.8265,0.0,False
25,1.81693435431021,1.5000000030840714,47335.8255,0.0,False
26,1.8129797888411,1.5000000004907552,47335.9585,0.0,False
27,1.80900064326797,1.499999992442806,47335.9845,0.0,False
28,1.80499813440022,1.5000000043909756,47336.058000000005,0.0,False
29,1.80097344826561,1.5000000011437145,47336.1465,0.0,False
30,1.79692772879684,1.4999999994091344,47336.3185,0.0,False
31,1.79286207784341,1.4999999953321226,47336.353,0.0,False
32,1.78877755161657,1.5000000017052042,47336.544,0.0,False
33,1.78467516428717,1.4999999932920165,47336.742,0.0,False
34,1.78055589802684,1.4999999942756383,47336.8135,0.0,False
35,1.77642070784138,1.5000000031881429,47337.036,0.0,False
36,1.77227052224624,1.5000000056886482,47337.251,0.0,False
37,1.76810624450973,1.5000000012619623,47337.315,0.0,False
38,1.76392874991939,1.50000000451651,47337.434,0.0,False
39,1.75973887778656,1.499999998479969,47337.399,0.0,False
40,1.75553742098699,1.499999996878236,47337.37300000001,0.0,False
