sample_index,axis,baseline_distance,signal,detection_score,is_candidate
0,2.523,1.5000000040655377,47394.909,0.0,False
1,2.545,1.500000003422216,47394.806500000006,0.0,False
2,2.501,1.5000000034704926,47394.9175,0.0,False
3,2.508,1.4999999988656092,47394.819,0.0,False
4,2.486,1.499999995328911,47394.9095,0.0,False
6,2.471,1.5000000040435948,47394.892,0.0,False
8,2.477,1.4999999927842589,47394.999500000005,0.0,False
9,2.455,1.5000000078780835,47395.007,0.0,False
11,2.461,1.5000000043457349,47394.9555,0.0,False
12,2.418,1.4999999981870458,47394.9495,0.0,False
13,2.434,1.500000006855103,47395.0325,0.0,False
14,2.492,1.499999994098543,47395.0055,0.0,False
16,2.424,1.5000000074980144,47394.946500000005,0.0,False
17,2.409,1.5000000049433202,47394.9635,0.0,False
20,2.44,1.499999998976281,47394.8385,0.0,False
21,2.4265,1.4999999990610988,47394.943,0.0,False
22,2.46466666666667,1.499999997792446,47394.949,0.0,False
23,2.46133333333333,1.500000000824732,47394.9455,0.0,False
24,2.4965,1.4999999979043086,47394.9415,0.0,False
28,2.47627777777778,1.499999998088009,47394.888,0.0,False
29,2.403,1.499999994137982,47394.9565,0.0,False
31,2.457,1.5000000006229586,47394.8115,0.0,False
37,2.48033333333333,1.4999999964579471,47394.7775,0.0,False
38,2.467,1.4999999989048498,47394.781,0.0,False
39,2.52508333333333,1.500000000017098,47394.7825,0.0,False
40,2.45416666666667,1.4999999956588714,47394.8645,0.0,False
41,2.44527777777778,1.4999999957543688,47394.8475,0.0,False
47,2.42616666666667,1.500000002092969,47394.896,0.0,False
48,2.489,1.500000003711602,47394.988,0.0,False
49,2.48744444444444,1.49999999453614,47394.8955,0.0,False
51,2.4515,1.4999999936633446,47395.0005,0.0,False
53,2.43773148148148,1.5000000065940222,47395.1195,0.0,False
58,2.44283333333333,1.5000000088510377,47395.4325,0.0,False
64,2.45675,1.5000000034511205,47395.4745,0.0,False
82,2.387,1.5000000017223043,47396.036,0.0,False
84,2.381,1.4999999955651486,47396.124,0.0,False
87,2.394,1.500000006386209,47396.2085,0.0,False
88,2.40216666666667,1.499999996052013,47396.169,0.0,False
90,2.416,1.4999999930902117,47396.226,0.0,False
91,2.372,1.4999999968109126,47396.2965,0.0,False
99,2.366,1.4999999961135064,47396.252,0.0,False
107,2.341,1.5000000040473922,47396.3045,0.0,False
110,2.357,1.4999999925661467,47396.211,0.0,False
112,2.36638888888889,1.4999999994465456,47396.1835,0.0,False
113,2.38011111111111,1.5000000009475352,47396.1915,0.0,False
114,2.3895,1.5000000002582703,47396.344,0.0,False
115,2.444,1.499999997998661,47396.228,0.0,False
116,2.40066666666667,1.4999999965634443,47396.149000000005,0.0,False
122,2.43066666666667,1.499999998989518,47396.251,0.0,False
123,2.40733333333333,1.4999999971044045,47396.131,0.0,False
125,2.44216666666667,1.5000000003351863,47396.2385,0.0,False
128,2.41670833333333,1.4999999932332937,47396.328,0.0,False
131,2.44883333333333,1.499999997862606,47396.2515,0.0,False
161,2.554,1.5000000018542194,47398.109,0.0,False
162,2.569,1.4999999980857266,47398.2295,0.0,False
163,2.581,1.5000000029877771,47398.2255,0.0,False
164,2.61816666666667,1.500000002083486,47398.189,0.0,False
165,2.612,1.5000000005753906,47398.2945,0.0,False
166,2.658,1.5000000024409588,47398.3185,0.0,False
168,2.705,1.4999999994753273,47398.331000000006,0.0,False
169,2.726,1.5000000012868626,47398.3615,0.0,False
170,2.763,1.4999999993859834,47398.3665,0.0,False
171,2.779,1.4999999963844757,47398.336,0.0,False
172,2.794,1.499999999035069,47398.3915,0.0,False
173,2.8,1.4999999981381955,47398.325,0.0,False
174,2.82716666666667,1.4999999969280406,47398.3745,0.0,False
175,2.862,1.500000002007691,47398.3245,0.0,False
176,2.893,1.499999998576134,47398.2335,0.0,False
177,2.899,1.5000000047811497,47398.19,0.0,False
178,2.93,1.5000000034525345,47398.2395,0.0,False
179,2.96,1.4999999943793263,47398.326,0.0,False
180,2.982,1.5000000042405046,47398.2365,0.0,False
181,2.988,1.5000000008165348,47398.2675,0.0,False
182,3.013,1.4999999925850962,47398.1475,0.0,False
183,3.025,1.5000000028440172,47398.168000000005,0.0,False
184,3.05,1.4999999950240224,47398.186,0.0,False
185,3.019,1.4999999997160034,47398.2815,0.0,False
187,3.071,1.500000001798308,47398.3225,0.0,False
188,3.08,1.5000000047926083,47398.3855,0.0,False
190,3.117,1.499999996187195,47398.359,0.0,False
191,3.1205,1.500000004483142,47398.3905,0.0,False
192,3.124,1.4999999994239277,47398.4935,0.0,False
193,3.148,1.4999999987521084,47398.5705,0.0,False
194,3.185,1.500000001591703,47398.5465,0.0,False
196,3.207,1.4999999917534403,47398.7465,0.0,False
197,3.228,1.5000000031886134,47398.76,0.0,False
198,3.216,1.499999994658384,47398.778,0.0,False
199,3.259,1.4999999972764664,47398.841,0.0,False
200,3.281,1.500000006937645,47398.969,0.0,False
202,3.25316666666667,1.4999999973004063,47399.103,0.0,False
203,3.305,1.5000000048488589,47399.145,0.0,False
204,3.311,1.4999999951021694,47399.293,0.0,False
205,3.327,1.4999999995150228,47399.209,0.0,False
206,3.358,1.50000000259154,47399.354,0.0,False
207,3.336,1.500000008015058,47399.387,0.0,False
209,3.364,1.4999999934403991,47399.42,0.0,False
211,3.395,1.4999999973121343,47399.444,0.0,False
212,3.373,1.5000000004756415,47399.4765,0.0,False
213,3.416,1.5000000047015574,47399.471000000005,0.0,False
214,3.388,1.499999993437178,47399.523,0.0,False
215,3.404,1.50000000019717,47399.4865,0.0,False
216,3.441,1.4999999964487294,47399.4765,0.0,False
217,3.432,1.4999999994224738,47399.4665,0.0,False
218,3.425,1.5000000025110845,47399.4995,0.0,False
